name	x	y	z	size	impedance
T01	-46.513	32.181	1.955	0.000	0.000
T02	-51.513	27.181	10.955	0.000	0.000
T03	-54.513	20.181	16.955	0.000	0.000
T04	-56.513	12.181	22.955	0.000	0.000
T05	-57.513	3.181	28.955	0.000	0.000
T06	-60.513	-4.819	35.955	0.000	0.000
T07	-58.513	-13.819	42.955	0.000	0.000
T08	-58.513	-22.819	46.955	0.000	0.000
T09	-50.513	26.181	-6.045	0.000	0.000
T10	-55.513	21.181	0.955	0.000	0.000
T11	-61.513	15.181	8.955	0.000	0.000
T12	-63.513	7.181	15.955	0.000	0.000
T13	-62.513	-1.819	21.955	0.000	0.000
T14	-61.513	-10.819	26.955	0.000	0.000
T15	-63.513	-18.819	32.955	0.000	0.000
T16	-60.513	-27.819	37.955	0.000	0.000
D1	-30.039	-1.119	40.243	0.000	0.000
D2	-34.816	-1.556	39.876	0.000	0.000
D3	-39.806	-2.047	39.434	0.000	0.000
D4	-44.731	-2.546	39.400	0.000	0.000
D5	-49.521	-3.270	39.652	0.000	0.000
D6	-54.261	-3.906	40.335	0.000	0.000
C01	-40.513	42.181	58.955	0.000	0.000
C02	-45.513	33.181	62.955	0.000	0.000
C03	-42.513	23.181	64.955	0.000	0.000
C04	-46.513	14.181	67.955	0.000	0.000
C05	-47.513	4.181	71.955	0.000	0.000
C06	-43.513	-6.819	71.955	0.000	0.000
C07	-42.513	-15.819	74.955	0.000	0.000
C08	-40.513	-24.819	74.955	0.000	0.000
C09	-47.513	41.181	50.955	0.000	0.000
C10	-49.513	31.181	53.955	0.000	0.000
C11	-50.513	21.181	56.955	0.000	0.000
C12	-50.513	12.181	59.955	0.000	0.000
C13	-50.513	2.181	62.955	0.000	0.000
C14	-50.513	-7.819	64.955	0.000	0.000
C15	-48.513	-17.819	66.955	0.000	0.000
C16	-45.513	-26.819	66.955	0.000	0.000
C17	-52.513	38.181	40.955	0.000	0.000
C18	-51.513	29.181	43.955	0.000	0.000
C19	-55.513	20.181	47.955	0.000	0.000
C20	-55.513	11.181	50.955	0.000	0.000
C21	-56.513	1.181	53.955	0.000	0.000
C22	-55.513	-9.819	55.955	0.000	0.000
C23	-56.513	-19.819	57.955	0.000	0.000
C24	-53.513	-29.819	58.955	0.000	0.000
C25	-49.513	35.181	28.955	0.000	0.000
C26	-50.513	26.181	31.955	0.000	0.000
C27	-55.513	17.181	36.955	0.000	0.000
C28	-57.513	8.181	39.955	0.000	0.000
C29	-59.513	-1.819	43.955	0.000	0.000
C30	-58.513	-11.819	44.955	0.000	0.000
C31	-58.513	-23.819	46.955	0.000	0.000
C32	-54.513	-31.819	49.955	0.000	0.000
