onset	duration	trial_type	value
7.957	0.020	start task	9
7.977	29.994	music	2
37.971	30.004	speech	1
67.975	30.002	music	2
97.977	30.003	speech	1
127.980	30.006	music	2
157.986	30.000	speech	1
187.986	30.002	music	2
217.988	30.004	speech	1
247.992	30.002	music	2
277.994	30.008	speech	1
308.002	30.004	music	2
338.006	29.998	speech	1
368.004	30.031	music	2
398.035	0.000	end task	4
