onset	offset
1.76	6.24
16.64	20.36
29.56	60.08
72.92	81.44
90.0	109.44
113.4	119.96
124.2	127.28
128.16	129.56
132.32	139.32
140.48	143.2
145.72	165.12
170.72	239.92
265.84	282.96
283.44	306.96
311.04	318.08
320.12	322.04
331.08	333.52
343.52	348.12
353.0	355.8
358.4	361.64
367.88	373.36
374.28	388.32
