onset	offset
29.56	31.2
31.28	34.28
34.44	51.28
71.4	126.12
127.32	129.68
131.0	139.32
145.72	165.32
165.84	170.68
180.12	181.32
211.76	214.56
236.64	239.92
265.84	274.76
297.2	303.64
343.52	348.12
367.88	371.68
378.24	379.84
