onset	offset
0.0	27.48
47.16	51.28
118.56	119.96
127.32	129.04
129.88	131.44
139.36	145.68
165.36	165.76
170.72	180.08
181.48	184.28
192.04	194.68
214.6	239.92
244.16	265.8
269.96	282.96
283.44	293.6
300.6	306.96
311.04	347.48
348.16	361.64
371.72	389.36
