onset	offset
0.0	6.24
29.56	47.12
51.32	60.08
140.48	143.2
175.52	180.08
182.36	192.0
194.72	211.72
265.84	269.92
283.92	284.16
284.6	286.28
286.96	287.72
287.88	288.8
289.12	319.8
322.08	331.04
333.56	348.12
358.4	361.64
367.88	371.68
378.24	381.44
385.68	386.72
