onset	offset
171.52	180.08
184.16	192.0
194.72	211.72
214.6	218.36
228.48	236.6
265.84	269.92
274.8	278.08
283.44	300.52
320.12	322.04
331.08	333.52
353.0	355.8
361.68	367.84
376.08	378.2
383.04	386.72
