onset	offset
16.64	20.36
47.16	51.28
113.4	119.96
140.48	143.2
170.72	175.48
192.04	194.68
211.76	239.92
269.96	282.84
283.52	293.6
320.12	322.04
346.0	348.12
358.4	361.64
378.24	381.44
