onset	offset
0.0	6.24
9.4	26.96
29.56	47.12
71.4	84.6
90.0	119.96
124.2	127.28
132.08	139.32
140.48	143.2
145.72	165.0
165.36	170.6
170.72	171.48
180.12	192.0
194.72	211.72
265.84	269.92
278.12	282.96
293.64	300.56
303.68	306.96
311.04	320.08
322.08	329.72
333.56	343.48
348.16	352.96
355.84	358.36
361.68	367.84
371.72	376.04
381.48	383.0
386.76	388.8
