onset	offset
5.76	16.6
20.4	40.12
66.44	117.76
124.2	126.24
127.32	127.88
129.08	134.36
164.12	165.32
180.12	184.36
297.2	297.76
299.52	300.56
347.52	348.12
361.68	367.84
371.72	378.2
381.48	389.96
