onset	offset
0.0	1.56
29.56	47.12
60.12	66.4
120.0	124.16
165.36	170.68
180.12	181.84
322.08	331.04
333.56	343.48
348.16	352.96
355.84	358.36
361.68	367.84
371.72	376.04
381.48	389.96
