onset	offset
1.76	6.24
16.64	20.36
30.44	31.88
35.2	47.12
90.0	106.52
107.4	109.44
113.4	119.96
160.72	163.24
170.72	171.48
180.12	181.28
187.52	192.0
192.6	194.68
199.44	207.32
236.64	239.92
280.52	282.2
293.64	298.32
301.88	303.64
347.84	348.12
371.72	373.28
374.64	376.04
378.24	379.84
381.48	383.0
386.76	388.28
