name	x	y	z	size	impedance
P01	6.500	-56.501	69.499	0.000	0.000
P02	14.500	-54.501	73.499	0.000	0.000
P03	24.500	-50.501	73.499	0.000	0.000
P04	31.500	-43.501	71.499	0.000	0.000
P05	35.500	-33.501	69.499	0.000	0.000
P06	42.500	-24.501	66.499	0.000	0.000
P07	46.500	-15.501	63.499	0.000	0.000
P08	47.500	-7.501	59.499	0.000	0.000
P09	10.500	-62.501	62.499	0.000	0.000
P10	19.500	-62.501	66.499	0.000	0.000
P11	29.500	-56.501	65.499	0.000	0.000
P12	36.500	-48.501	64.499	0.000	0.000
P13	42.500	-39.501	62.499	0.000	0.000
P14	47.500	-30.501	58.499	0.000	0.000
P15	50.500	-19.501	56.499	0.000	0.000
P16	51.500	-11.501	52.499	0.000	0.000
P17	15.500	-72.501	57.499	0.000	0.000
P18	24.500	-66.501	57.499	0.000	0.000
P19	33.500	-60.501	57.499	0.000	0.000
P20	41.500	-53.501	55.499	0.000	0.000
P21	47.500	-44.501	53.499	0.000	0.000
P22	49.500	-35.501	49.499	0.000	0.000
P23	51.500	-24.501	45.499	0.000	0.000
P24	51.500	-15.501	41.499	0.000	0.000
P25	18.500	-77.501	50.499	0.000	0.000
P26	27.500	-71.501	49.499	0.000	0.000
P27	35.500	-64.501	48.499	0.000	0.000
P28	42.500	-57.501	46.499	0.000	0.000
P29	48.500	-48.501	43.499	0.000	0.000
P30	52.500	-38.501	40.499	0.000	0.000
P31	54.500	-29.501	36.499	0.000	0.000
P32	55.500	-19.501	33.499	0.000	0.000
P33	20.500	-82.501	40.499	0.000	0.000
P34	29.500	-75.501	40.499	0.000	0.000
P35	37.500	-67.501	38.499	0.000	0.000
P36	44.500	-59.501	36.499	0.000	0.000
P37	48.500	-51.501	33.499	0.000	0.000
P38	48.500	-41.501	28.499	0.000	0.000
P39	51.500	-31.501	25.499	0.000	0.000
P40	52.500	-22.501	22.499	0.000	0.000
P41	22.500	-85.501	30.499	0.000	0.000
P42	30.500	-78.501	31.499	0.000	0.000
P43	37.500	-70.501	27.499	0.000	0.000
P44	43.500	-61.501	25.499	0.000	0.000
P45	47.500	-52.501	22.499	0.000	0.000
P46	50.500	-43.501	19.499	0.000	0.000
P47	51.500	-34.501	17.499	0.000	0.000
P48	53.500	-25.501	13.499	0.000	0.000
OT01	21.500	-86.501	21.499	0.000	0.000
OT02	29.500	-80.501	20.499	0.000	0.000
OT03	36.500	-71.501	18.499	0.000	0.000
OT04	42.500	-63.501	17.499	0.000	0.000
OT05	47.500	-54.501	17.499	0.000	0.000
OT06	50.500	-42.501	16.499	0.000	0.000
OT07	52.500	-33.501	15.499	0.000	0.000
OT08	53.500	-24.501	14.499	0.000	0.000
OT09	13.500	-80.501	16.499	0.000	0.000
OT10	22.500	-74.501	12.499	0.000	0.000
OT11	29.500	-67.501	11.499	0.000	0.000
OT12	34.500	-58.501	10.499	0.000	0.000
OT13	42.500	-52.501	8.499	0.000	0.000
OT14	48.500	-45.501	7.499	0.000	0.000
OT15	50.500	-34.501	5.499	0.000	0.000
OT16	52.500	-24.501	4.499	0.000	0.000
Db1	44.339	-41.178	40.276	0.000	0.000
Db2	39.762	-41.264	40.046	0.000	0.000
Db3	35.062	-40.319	39.917	0.000	0.000
Db4	30.438	-38.443	38.373	0.000	0.000
Db5	25.893	-36.309	38.375	0.000	0.000
Db6	21.383	-34.444	36.836	0.000	0.000
Do1	45.686	-42.531	35.657	0.000	0.000
Do2	41.270	-43.141	36.895	0.000	0.000
Do3	36.606	-42.689	36.717	0.000	0.000
Do4	32.457	-40.611	36.731	0.000	0.000
Do5	27.300	-39.866	38.074	0.000	0.000
Do6	23.219	-37.346	38.138	0.000	0.000
