name	x	y	z	size
F01	3.297	63.096	74.707	n/a
F02	6.297	41.096	57.707	n/a
F03	7.297	33.096	63.707	n/a
F04	7.297	26.096	68.707	n/a
F05	7.297	18.096	70.707	n/a
F06	-5.703	20.096	103.707	n/a
F07	-5.703	10.096	107.707	n/a
F08	-5.703	0.096	107.707	n/a
F09	-7.703	63.096	72.707	n/a
F10	-9.703	55.096	80.707	n/a
F11	-11.703	47.096	86.707	n/a
F12	-13.703	39.096	91.707	n/a
F13	-14.703	30.096	96.707	n/a
F14	-15.703	20.096	101.707	n/a
F15	-14.703	10.096	102.707	n/a
F16	-13.703	-0.904	102.707	n/a
F17	-16.703	63.096	69.707	n/a
F18	-19.703	55.096	76.707	n/a
F19	-20.703	46.096	81.707	n/a
F20	-23.703	37.096	87.707	n/a
F21	-23.703	28.096	90.707	n/a
F22	-24.703	19.096	95.707	n/a
F23	-24.703	9.096	96.707	n/a
F24	-23.703	-0.904	98.707	n/a
F25	-25.703	61.096	64.707	n/a
F26	-28.703	53.096	69.707	n/a
F27	-30.703	45.096	77.707	n/a
F28	-31.703	36.096	82.707	n/a
F29	-32.703	27.096	85.707	n/a
F30	-33.703	18.096	89.707	n/a
F31	-32.703	8.096	91.707	n/a
F32	-32.703	-1.904	94.707	n/a
IHv33	0.297	76.096	42.707	n/a
IHv34	3.297	68.096	48.707	n/a
IHv35	5.297	60.096	51.707	n/a
IHv36	6.297	51.096	55.707	n/a
IHv37	6.297	41.096	59.707	n/a
IHv38	7.297	32.096	64.707	n/a
IHv39	7.297	23.096	68.707	n/a
IHv40	7.297	14.096	72.707	n/a
IHv41	-5.703	78.096	51.707	n/a
IHv42	1.297	72.096	56.707	n/a
IHv43	5.297	63.096	60.707	n/a
IHv44	6.297	55.096	64.707	n/a
IHv45	7.297	46.096	68.707	n/a
IHv46	8.297	36.096	72.707	n/a
IHv47	8.297	27.096	76.707	n/a
IHv48	9.297	19.096	82.707	n/a
IHa49	10.297	-51.904	76.707	n/a
IHa50	9.297	-41.904	78.707	n/a
IHa51	9.297	-31.904	80.707	n/a
IHa52	9.297	-21.904	82.707	n/a
IHa53	10.297	-11.904	86.707	n/a
IHa54	10.297	-1.904	87.707	n/a
IHa55	10.297	7.096	89.707	n/a
IHa56	9.297	17.096	91.707	n/a
IHa57	10.297	-48.904	66.707	n/a
IHa58	9.297	-39.904	68.707	n/a
IHa59	9.297	-29.904	70.707	n/a
IHa60	10.297	-19.904	73.707	n/a
IHa61	10.297	-11.904	74.707	n/a
IHa62	9.297	-0.904	77.707	n/a
IHa63	9.297	9.096	79.707	n/a
IHa64	9.297	19.096	82.707	n/a
FL01	-26.703	68.096	49.707	n/a
FL02	-33.703	64.096	50.707	n/a
FL03	-40.703	57.096	52.707	n/a
FL04	-44.703	47.096	53.707	n/a
FL05	-47.703	37.096	54.707	n/a
FL06	-51.703	28.096	54.707	n/a
FL07	-51.703	18.096	54.707	n/a
FL08	-51.703	8.096	52.707	n/a
FL09	-28.703	70.096	39.707	n/a
FL10	-37.703	64.096	41.707	n/a
FL11	-42.703	57.096	42.707	n/a
FL12	-46.703	47.096	43.707	n/a
FL13	-50.703	37.096	44.707	n/a
FL14	-48.703	27.096	43.707	n/a
FL15	-48.703	18.096	43.707	n/a
FL16	-51.703	8.096	44.707	n/a
T01	-20.703	-45.904	17.707	n/a
T02	-28.703	-38.904	13.707	n/a
T03	-37.703	-33.904	11.707	n/a
T04	-44.703	-27.904	11.707	n/a
T05	-50.703	-20.904	15.707	n/a
T06	-52.703	-14.904	21.707	n/a
T07	-54.703	-9.904	30.707	n/a
T08	-54.703	-3.904	38.707	n/a
C01	-7.703	-26.904	106.707	n/a
C02	-16.703	-23.904	103.707	n/a
C03	-26.703	-20.904	101.707	n/a
C04	-35.703	-16.904	96.707	n/a
C05	-42.703	-12.904	88.707	n/a
C06	-48.703	-9.904	80.707	n/a
C07	-50.703	-7.904	71.707	n/a
C08	-56.703	-4.904	62.707	n/a
C09	-3.703	-18.904	105.707	n/a
C10	-12.703	-14.904	102.707	n/a
C11	-22.703	-10.904	101.707	n/a
C12	-31.703	-6.904	96.707	n/a
C13	-39.703	-2.904	90.707	n/a
C14	-44.703	-0.904	82.707	n/a
C15	-51.703	2.096	73.707	n/a
C16	-54.703	5.096	63.707	n/a
