filename	acq_time
ieeg/sub-23_ses-iemu_task-film_acq-clinical_run-1_ieeg.eeg	1900-01-01T11:21:39
ieeg/sub-23_ses-iemu_task-rest_acq-clinical_run-1_ieeg.eeg	1900-01-01T11:29:06
