name	x	y	z	size	impedance
TOc01	-11.500	-90.500	-21.450	0.000	0.000
TOc02	-21.500	-89.500	-20.350	0.000	0.000
TOc03	-30.500	-84.500	-20.350	0.000	0.000
TOc04	-38.500	-77.500	-19.250	0.000	0.000
TOc05	-41.500	-72.500	-18.150	0.000	0.000
TOc06	-46.500	-64.500	-19.250	0.000	0.000
TOc07	-54.500	-54.500	-20.350	0.000	0.000
TOc08	-58.500	-45.500	-21.450	0.000	0.000
TOc09	-11.500	-94.500	-11.550	0.000	0.000
TOc10	-20.500	-92.500	-10.450	0.000	0.000
TOc11	-30.500	-87.500	-9.350	0.000	0.000
TOc12	-39.500	-80.500	-9.350	0.000	0.000
TOc13	-45.500	-73.500	-9.350	0.000	0.000
TOc14	-50.500	-64.500	-10.450	0.000	0.000
TOc15	-57.500	-55.500	-11.550	0.000	0.000
TOc16	-60.500	-46.500	-11.550	0.000	0.000
TOc17	-10.500	-94.500	-0.550	0.000	0.000
TOc18	-20.500	-92.500	-0.550	0.000	0.000
TOc19	-30.500	-87.500	0.550	0.000	0.000
TOc20	-39.500	-81.500	0.550	0.000	0.000
TOc21	-47.500	-73.500	0.550	0.000	0.000
TOc22	-53.500	-65.500	0.550	0.000	0.000
TOc23	-58.500	-55.500	-0.550	0.000	0.000
TOc24	-61.500	-46.500	-0.550	0.000	0.000
TOc25	-9.500	-91.500	10.450	0.000	0.000
TOc26	-19.500	-90.500	10.450	0.000	0.000
TOc27	-30.500	-87.500	10.450	0.000	0.000
TOc28	-40.500	-81.500	10.450	0.000	0.000
TOc29	-48.500	-73.500	11.550	0.000	0.000
TOc30	-54.500	-64.500	10.450	0.000	0.000
TOc31	-59.500	-55.500	10.450	0.000	0.000
TOc32	-62.500	-46.500	9.350	0.000	0.000
TOc33	-8.500	-87.500	20.350	0.000	0.000
TOc34	-17.500	-89.500	20.350	0.000	0.000
TOc35	-29.500	-86.500	20.350	0.000	0.000
TOc36	-39.500	-79.500	21.450	0.000	0.000
TOc37	-46.500	-72.500	21.450	0.000	0.000
TOc38	-52.500	-65.500	21.450	0.000	0.000
TOc39	-58.500	-55.500	20.350	0.000	0.000
TOc40	-61.500	-45.500	20.350	0.000	0.000
TOc41	-6.500	-84.500	26.950	0.000	0.000
TOc42	-16.500	-85.500	30.250	0.000	0.000
TOc43	-27.500	-81.500	32.450	0.000	0.000
TOc44	-36.500	-78.500	31.350	0.000	0.000
TOc45	-44.500	-70.500	31.350	0.000	0.000
