filename	acq_time
ieeg/sub-45_ses-iemu_task-film_acq-clinical_run-1_ieeg.eeg	1900-01-03T15:09:04
ieeg/sub-45_ses-iemu_task-rest_acq-clinical_run-1_ieeg.eeg	1900-01-04T07:43:50
ieeg/sub-45_ses-iemu_task-film_acq-HDgrid_run-2_ieeg.eeg	1900-01-08T18:32:12
ieeg/sub-45_ses-iemu_task-rest_acq-HDgrid_run-2_ieeg.eeg	1900-01-08T18:45:30
