name	x	y	z	size	impedance
TP01	-39.157	33.961	75.717	0.000	0.000
TP02	-38.157	24.961	78.717	0.000	0.000
TP03	-42.157	14.961	80.717	0.000	0.000
TP04	-42.157	4.961	81.717	0.000	0.000
TP05	-44.157	-4.039	83.717	0.000	0.000
TP06	-43.157	-14.039	84.717	0.000	0.000
TP07	-39.157	-23.039	84.717	0.000	0.000
TP08	-35.157	-33.039	83.717	0.000	0.000
TP09	-44.157	32.961	68.717	0.000	0.000
TP10	-47.157	23.961	69.717	0.000	0.000
TP11	-48.157	14.961	72.717	0.000	0.000
TP12	-51.157	4.961	73.717	0.000	0.000
TP13	-51.157	-6.039	74.717	0.000	0.000
TP14	-50.157	-17.039	76.717	0.000	0.000
TP15	-47.157	-27.039	76.717	0.000	0.000
TP16	-42.157	-36.039	77.717	0.000	0.000
TP17	-48.157	31.961	58.717	0.000	0.000
TP18	-50.157	22.961	60.717	0.000	0.000
TP19	-54.157	13.961	62.717	0.000	0.000
TP20	-56.157	3.961	63.717	0.000	0.000
TP21	-56.157	-7.039	65.717	0.000	0.000
TP22	-56.157	-18.039	66.717	0.000	0.000
TP23	-52.157	-29.039	67.717	0.000	0.000
TP24	-48.157	-38.039	67.717	0.000	0.000
TP25	-50.157	30.961	48.717	0.000	0.000
TP26	-54.157	21.961	50.717	0.000	0.000
TP27	-57.157	11.961	51.717	0.000	0.000
TP28	-57.157	1.961	52.717	0.000	0.000
TP29	-57.157	-8.039	54.717	0.000	0.000
TP30	-57.157	-19.039	56.717	0.000	0.000
TP31	-55.157	-30.039	57.717	0.000	0.000
TP32	-51.157	-39.039	57.717	0.000	0.000
TP33	-49.157	30.961	37.717	0.000	0.000
TP34	-52.157	20.961	39.717	0.000	0.000
TP35	-58.157	9.961	41.717	0.000	0.000
TP36	-61.157	0.961	42.717	0.000	0.000
TP37	-59.157	-9.039	44.717	0.000	0.000
TP38	-59.157	-20.039	45.717	0.000	0.000
TP39	-57.157	-30.039	46.717	0.000	0.000
TP40	-51.157	-40.039	48.717	0.000	0.000
TP41	-52.157	28.961	27.717	0.000	0.000
TP42	-56.157	18.961	29.717	0.000	0.000
TP43	-60.157	8.961	30.717	0.000	0.000
TP44	-61.157	-0.039	32.717	0.000	0.000
TP45	-61.157	-11.039	34.717	0.000	0.000
TP46	-59.157	-21.039	35.717	0.000	0.000
TP47	-57.157	-32.039	36.717	0.000	0.000
TP48	-53.157	-42.039	38.717	0.000	0.000
T49	-18.157	42.961	16.717	0.000	0.000
T50	-25.157	45.961	9.717	0.000	0.000
T51	-34.157	41.961	8.717	0.000	0.000
T52	-44.157	36.961	11.717	0.000	0.000
T53	-50.157	29.961	16.717	0.000	0.000
T54	-55.157	22.961	22.717	0.000	0.000
T55	-57.157	15.961	30.717	0.000	0.000
T56	-59.157	7.961	36.717	0.000	0.000
T57	-15.157	33.961	11.717	0.000	0.000
T58	-23.157	36.961	3.717	0.000	0.000
T59	-31.157	34.961	3.717	0.000	0.000
T60	-40.157	30.961	3.717	0.000	0.000
T61	-47.157	23.961	8.717	0.000	0.000
T62	-54.157	16.961	14.717	0.000	0.000
T63	-58.157	9.961	21.717	0.000	0.000
T64	-61.157	1.961	28.717	0.000	0.000
sTv1	-11.157	23.961	14.717	0.000	0.000
sTv2	-16.157	19.961	6.717	0.000	0.000
sTv3	-25.157	14.961	3.717	0.000	0.000
sTv4	-37.157	13.961	3.717	0.000	0.000
sTv5	-45.157	14.961	4.717	0.000	0.000
sTv6	-53.157	14.961	13.717	0.000	0.000
sTv7	-57.157	17.961	24.717	0.000	0.000
sTv8	-55.157	15.961	35.717	0.000	0.000
sTa1	-1.157	-19.039	30.717	0.000	0.000
sTa2	-7.157	-18.039	21.717	0.000	0.000
sTa3	-17.157	-15.039	15.717	0.000	0.000
sTa4	-24.157	-13.039	11.717	0.000	0.000
sTa5	-34.157	-10.039	9.717	0.000	0.000
sTa6	-44.157	-7.039	8.717	0.000	0.000
sTa7	-52.157	-3.039	12.717	0.000	0.000
sTa8	-58.157	-3.039	20.717	0.000	0.000
OT1	-26.157	-45.039	8.717	0.000	0.000
OT2	-34.157	-40.039	10.717	0.000	0.000
OT3	-43.157	-35.039	12.717	0.000	0.000
OT4	-52.157	-31.039	19.717	0.000	0.000
OT5	-32.157	-54.039	6.717	0.000	0.000
OT6	-39.157	-49.039	8.717	0.000	0.000
OT7	-47.157	-45.039	15.717	0.000	0.000
OT8	-50.157	-40.039	24.717	0.000	0.000
