filename	acq_time
ieeg/sub-13_ses-iemu_task-rest_acq-clinical_run-1_ieeg.eeg	1899-12-30T10:40:13
ieeg/sub-13_ses-iemu_task-film_acq-clinical_run-1_ieeg.eeg	1899-12-30T12:13:29
