filename	acq_time
ieeg/sub-58_ses-iemu_task-film_acq-clinical_run-1_ieeg.eeg	1899-05-03T16:01:22
ieeg/sub-58_ses-iemu_task-rest_acq-clinical_run-1_ieeg.eeg	1899-05-04T12:49:10
