filename	acq_time
ieeg/sub-22_ses-iemu_task-film_acq-clinical_run-1_ieeg.eeg	1900-02-07T11:13:47
ieeg/sub-22_ses-iemu_task-rest_acq-clinical_run-1_ieeg.eeg	1900-02-11T10:52:58
