onset	duration	trial_type	value
12.906	0.000	start task	9
12.922	30.000	music	2
42.922	30.004	speech	1
72.926	30.004	music	2
102.930	30.004	speech	1
132.934	30.004	music	2
162.938	30.001	speech	1
192.939	30.004	music	2
222.943	30.004	speech	1
252.947	30.004	music	2
282.951	30.004	speech	1
312.955	30.004	music	2
342.959	30.002	speech	1
372.961	30.037	music	2
402.998	0.000	end task	4
