name	x	y	z	size	impedance
AL1	-14.107	19.317	-11.208	0.000	0.000
AL2	-17.545	19.926	-11.240	0.000	0.000
AL3	-20.981	20.289	-10.895	0.000	0.000
AL4	-24.482	20.756	-10.993	0.000	0.000
AL5	-28.029	21.378	-11.144	0.000	0.000
AL6	-31.461	21.830	-10.783	0.000	0.000
AL7	-34.919	22.220	-10.431	0.000	0.000
AL8	-38.405	22.673	-10.179	0.000	0.000
AL9	-41.987	23.209	-10.141	0.000	0.000
AL10	-45.440	23.671	-10.010	0.000	0.000
AL11	-48.886	24.208	-9.954	0.000	0.000
AL12	-52.449	24.808	-9.554	0.000	0.000
AHL1	-21.591	6.039	-12.536	0.000	0.000
AHL2	-24.686	6.788	-13.166	0.000	0.000
AHL3	-28.380	8.424	-13.580	0.000	0.000
AHL4	-31.959	9.108	-14.184	0.000	0.000
AHL5	-35.112	10.333	-14.719	0.000	0.000
AHL6	-37.703	11.436	-14.302	0.000	0.000
AHL7	-41.823	12.531	-14.784	0.000	0.000
AHL8	-44.976	13.755	-15.319	0.000	0.000
AHL9	-48.129	14.980	-15.855	0.000	0.000
AHL10	-51.707	15.665	-16.459	0.000	0.000
APL1	-29.980	-50.538	29.449	0.000	0.000
APL2	-33.304	-51.466	29.539	0.000	0.000
APL3	-36.570	-52.869	29.534	0.000	0.000
APL4	-39.953	-53.321	29.719	0.000	0.000
APL5	-43.219	-54.724	29.714	0.000	0.000
PHL1	-19.160	-19.870	-4.386	0.000	0.000
PHL2	-23.104	-20.200	-5.153	0.000	0.000
PHL3	-26.004	-20.588	-4.995	0.000	0.000
PHL4	-29.465	-20.854	-5.789	0.000	0.000
PHL5	-33.410	-21.185	-6.556	0.000	0.000
PHL6	-36.388	-21.386	-7.377	0.000	0.000
PHL7	-40.333	-21.717	-8.145	0.000	0.000
PHL8	-43.232	-22.105	-7.986	0.000	0.000
PHL9	-46.752	-21.896	-8.685	0.000	0.000
PHL10	-50.696	-22.226	-9.453	0.000	0.000
PPL1	-15.852	-40.382	14.932	0.000	0.000
PPL2	-17.473	-42.728	15.637	0.000	0.000
PPL3	-19.924	-45.865	17.279	0.000	0.000
PPL4	-21.487	-48.687	17.888	0.000	0.000
PPL5	-22.971	-51.694	19.477	0.000	0.000
PPL6	-24.822	-55.718	20.903	0.000	0.000
PPL7	-26.926	-58.129	21.634	0.000	0.000
PPL8	-28.488	-60.950	22.243	0.000	0.000
PPL9	-30.514	-63.547	23.954	0.000	0.000
PPL10	-32.077	-66.369	24.564	0.000	0.000
MPL1	-26.881	-49.211	17.200	0.000	0.000
MPL2	-26.762	-48.819	20.328	0.000	0.000
MPL3	-26.565	-48.614	24.436	0.000	0.000
MPL4	-25.963	-48.157	27.538	0.000	0.000
MPL5	-25.765	-47.952	31.645	0.000	0.000
MPL6	-25.085	-47.682	35.727	0.000	0.000
MPL7	-25.044	-47.104	37.875	0.000	0.000
MPL8	-24.789	-47.374	41.888	0.000	0.000
MPL9	-24.650	-46.693	46.091	0.000	0.000
MPL10	-24.472	-46.776	49.124	0.000	0.000
MPL11	-23.792	-46.506	53.205	0.000	0.000
MPL12	-23.190	-46.050	56.307	0.000	0.000
TOL1	-16.968	-42.250	-19.030	0.000	0.000
TOL2	-20.351	-42.702	-18.845	0.000	0.000
TOL3	-23.714	-42.866	-17.585	0.000	0.000
TOL4	-27.155	-42.843	-17.305	0.000	0.000
TOL5	-30.459	-43.481	-16.140	0.000	0.000
TOL6	-34.305	-43.709	-14.854	0.000	0.000
TOL7	-37.205	-44.097	-14.695	0.000	0.000
TOL8	-40.509	-44.736	-13.531	0.000	0.000
TOL9	-43.950	-44.713	-13.250	0.000	0.000
TOL10	-47.738	-45.416	-12.059	0.000	0.000
