name	x	y	z	size	impedance
F01	-9.831	76.217	44.749	0.000	0.000
F02	-13.831	71.217	51.749	0.000	0.000
F03	-16.831	65.217	59.749	0.000	0.000
F04	-19.831	59.217	66.749	0.000	0.000
F05	-21.831	51.217	73.749	0.000	0.000
F06	-22.831	41.217	79.749	0.000	0.000
F07	-23.831	31.217	83.749	0.000	0.000
F08	-24.831	21.217	86.749	0.000	0.000
F09	-17.831	76.217	38.749	0.000	0.000
F10	-22.831	71.217	48.749	0.000	0.000
F11	-25.831	64.217	54.749	0.000	0.000
F12	-28.831	56.217	61.749	0.000	0.000
F13	-29.831	47.217	67.749	0.000	0.000
F14	-32.831	40.217	74.749	0.000	0.000
F15	-33.831	30.217	78.749	0.000	0.000
F16	-33.831	20.217	82.749	0.000	0.000
F17	-24.831	75.217	29.749	0.000	0.000
F18	-30.831	71.217	38.749	0.000	0.000
F19	-33.831	65.217	45.749	0.000	0.000
F20	-36.831	58.217	52.749	0.000	0.000
F21	-38.831	50.217	58.749	0.000	0.000
F22	-40.831	42.217	64.749	0.000	0.000
F23	-40.831	32.217	69.749	0.000	0.000
F24	-40.831	23.217	74.749	0.000	0.000
F25	-30.831	72.217	22.749	0.000	0.000
F26	-37.831	68.217	31.749	0.000	0.000
F27	-41.831	61.217	38.749	0.000	0.000
F28	-44.831	53.217	45.749	0.000	0.000
F29	-46.831	46.217	51.749	0.000	0.000
F30	-48.831	37.217	57.749	0.000	0.000
F31	-48.831	29.217	62.749	0.000	0.000
F32	-47.831	20.217	67.749	0.000	0.000
F33	-36.831	67.217	16.749	0.000	0.000
F34	-41.831	63.217	23.749	0.000	0.000
F35	-45.831	56.217	30.749	0.000	0.000
F36	-48.831	48.217	36.749	0.000	0.000
F37	-50.831	40.217	41.749	0.000	0.000
F38	-52.831	32.217	47.749	0.000	0.000
F39	-52.831	24.217	53.749	0.000	0.000
F40	-52.831	15.217	58.749	0.000	0.000
F41	-38.831	61.217	10.749	0.000	0.000
F42	-44.831	57.217	15.749	0.000	0.000
F43	-48.831	49.217	21.749	0.000	0.000
F44	-50.831	41.217	27.749	0.000	0.000
F45	-53.831	35.217	34.749	0.000	0.000
F46	-52.831	25.217	37.749	0.000	0.000
F47	-53.831	19.217	44.749	0.000	0.000
F48	-55.831	9.217	49.749	0.000	0.000
D1	-15.411	32.852	41.945	0.000	0.000
D2	-17.593	36.219	44.830	0.000	0.000
D3	-19.772	39.426	47.435	0.000	0.000
D4	-22.123	42.276	50.129	0.000	0.000
D5	-25.096	45.897	52.592	0.000	0.000
D6	-28.169	48.490	55.641	0.000	0.000
IH1	4.169	-6.783	68.749	0.000	0.000
IH2	3.169	3.217	66.749	0.000	0.000
IH3	3.169	13.217	64.749	0.000	0.000
IH4	3.169	23.217	63.749	0.000	0.000
IH5	3.169	33.217	62.749	0.000	0.000
IH6	2.169	43.217	60.749	0.000	0.000
IH7	1.169	52.217	57.749	0.000	0.000
IH8	0.169	63.217	57.749	0.000	0.000
FB1	-0.831	36.217	1.749	0.000	0.000
FB2	-1.831	35.217	-0.251	0.000	0.000
FB3	-3.831	33.217	-1.251	0.000	0.000
FB4	-8.831	32.217	-2.251	0.000	0.000
FB5	-15.831	31.217	0.749	0.000	0.000
FB6	-27.831	31.217	1.749	0.000	0.000
FB7	-35.831	32.217	3.749	0.000	0.000
FB8	-43.831	34.217	10.749	0.000	0.000
