filename	acq_time
ieeg/sub-19_ses-iemu_task-film_acq-clinical_run-1_ieeg.eeg	1900-08-25T09:35:59
ieeg/sub-19_ses-iemu_task-rest_acq-clinical_run-1_ieeg.eeg	1900-08-25T13:21:15
