filename	acq_time
ieeg/sub-37_ses-iemu_task-rest_acq-clinical_run-1_ieeg.eeg	1902-04-07T17:30:01
ieeg/sub-37_ses-iemu_task-film_acq-clinical_run-2_ieeg.eeg	1902-04-09T10:29:43
