filename	acq_time
ieeg/sub-49_ses-iemu_task-film_acq-clinical_run-1_ieeg.eeg	1900-01-07T11:36:51
ieeg/sub-49_ses-iemu_task-rest_acq-clinical_run-1_ieeg.eeg	1900-01-08T18:11:01
