name	x	y	z	size	impedance
SPR1	-2.737	-21.457	25.561	0.000	0.000
SPR2	-2.739	-22.275	28.488	0.000	0.000
SPR3	-1.764	-23.956	32.118	0.000	0.000
SPR4	-1.277	-25.637	35.748	0.000	0.000
SPR5	-0.790	-26.897	38.471	0.000	0.000
SPR6	-0.303	-27.715	41.398	0.000	0.000
SPR7	0.183	-29.396	45.028	0.000	0.000
SPR8	1.159	-30.657	47.751	0.000	0.000
SPR9	2.133	-31.894	51.586	0.000	0.000
SPR10	2.620	-33.155	54.309	0.000	0.000
SPR11	3.107	-34.416	57.031	0.000	0.000
SPR12	4.082	-36.097	60.661	0.000	0.000
PCR1	-3.219	-11.098	17.133	0.000	0.000
PCR2	-0.779	-12.382	18.744	0.000	0.000
PCR3	2.638	-13.667	20.355	0.000	0.000
PCR4	6.055	-15.395	21.760	0.000	0.000
PCR5	8.007	-16.235	23.576	0.000	0.000
PCR6	11.424	-17.963	24.982	0.000	0.000
PCR7	14.353	-18.804	26.797	0.000	0.000
PCR8	17.282	-20.112	27.296	0.000	0.000
PCR9	20.211	-20.953	29.111	0.000	0.000
PCR10	23.628	-22.681	30.517	0.000	0.000
PCR11	26.557	-23.965	32.128	0.000	0.000
PCR12	28.509	-25.249	33.738	0.000	0.000
PCR13	32.414	-26.534	35.349	0.000	0.000
PCR14	34.855	-27.398	36.052	0.000	0.000
PCR15	37.784	-28.682	37.663	0.000	0.000
AIR1	28.057	30.679	-20.811	0.000	0.000
AIR2	27.080	32.055	-17.971	0.000	0.000
AIR3	26.592	33.873	-14.925	0.000	0.000
AIR4	25.615	35.692	-11.880	0.000	0.000
AIR5	24.638	37.510	-8.834	0.000	0.000
AIR6	23.660	38.886	-5.994	0.000	0.000
AIR7	22.683	40.261	-3.153	0.000	0.000
AIR8	21.706	42.080	-0.108	0.000	0.000
AIR9	21.218	43.898	2.938	0.000	0.000
AIR10	20.241	45.717	5.983	0.000	0.000
AIR11	19.264	47.092	8.824	0.000	0.000
AIR12	18.287	48.910	11.869	0.000	0.000
AIR13	17.798	50.286	14.710	0.000	0.000
AIR14	16.821	52.104	17.755	0.000	0.000
AIR15	15.844	53.923	20.801	0.000	0.000
IPR1	30.005	18.035	-16.747	0.000	0.000
IPR2	29.027	16.775	-14.025	0.000	0.000
IPR3	28.049	15.095	-10.395	0.000	0.000
IPR4	27.559	14.278	-7.468	0.000	0.000
IPR5	26.581	13.018	-4.746	0.000	0.000
IPR6	25.603	11.337	-1.117	0.000	0.000
IPR7	24.625	10.077	1.605	0.000	0.000
IPR8	23.647	8.397	5.235	0.000	0.000
IPR9	22.669	7.580	8.162	0.000	0.000
IPR10	21.691	5.899	11.791	0.000	0.000
IPR11	21.201	4.639	14.514	0.000	0.000
IPR12	19.735	3.379	17.235	0.000	0.000
IPR13	19.245	1.698	20.865	0.000	0.000
IPR14	18.267	0.881	23.792	0.000	0.000
IPR15	17.777	-0.379	26.515	0.000	0.000
SMR1	29.011	-2.805	15.479	0.000	0.000
SMR2	31.451	-4.066	18.202	0.000	0.000
SMR3	32.915	-4.907	20.018	0.000	0.000
SMR4	35.355	-6.168	22.741	0.000	0.000
SMR5	37.795	-6.986	25.669	0.000	0.000
SMR6	40.235	-8.248	28.392	0.000	0.000
SMR7	42.675	-9.509	31.115	0.000	0.000
SMR8	44.627	-10.770	33.838	0.000	0.000
SMR9	46.579	-11.611	35.654	0.000	0.000
SMR10	49.019	-12.429	38.582	0.000	0.000
LPR1	11.914	-24.747	15.229	0.000	0.000
LPR2	13.377	-26.894	17.541	0.000	0.000
LPR3	14.352	-29.484	19.648	0.000	0.000
LPR4	15.815	-32.075	21.756	0.000	0.000
