name	x	y	z	size	impedance
PHR7	54.972	-10.751	-4.782	0.000	0.000
PHR8	58.866	-11.672	-4.088	0.000	0.000
PHR9	61.757	-12.314	-4.326	0.000	0.000
PHR10	65.651	-13.234	-3.633	0.000	0.000
PHR11	68.573	-13.401	-3.763	0.000	0.000
PHR12	73.442	-14.377	-3.113	0.000	0.000
ATR1	37.203	-16.367	2.206	0.000	0.000
ATR2	40.501	-17.629	2.310	0.000	0.000
ATR3	43.692	-18.833	1.934	0.000	0.000
ATR4	47.131	-19.805	1.871	0.000	0.000
ATR5	50.447	-21.191	2.106	0.000	0.000
ATR6	53.619	-22.443	1.823	0.000	0.000
ATR7	56.888	-23.602	1.455	0.000	0.000
ATR8	60.157	-25.022	1.452	0.000	0.000
TOR1	11.207	-40.682	-5.123	0.000	0.000
TOR2	14.368	-42.084	-5.385	0.000	0.000
TOR3	17.566	-43.742	-5.220	0.000	0.000
TOR4	20.683	-45.229	-5.435	0.000	0.000
TOR5	23.875	-46.783	-5.891	0.000	0.000
TOR6	27.081	-48.182	-6.257	0.000	0.000
TOR7	30.275	-49.772	-6.091	0.000	0.000
TOR8	33.594	-51.204	-6.181	0.000	0.000
TOR9	36.728	-52.633	-6.607	0.000	0.000
TOR10	39.911	-54.132	-7.050	0.000	0.000
TOR11	43.124	-55.689	-7.507	0.000	0.000
TOR12	46.797	-57.148	-7.956	0.000	0.000
COR1	43.073	0.050	17.066	0.000	0.000
COR2	46.552	-0.221	17.392	0.000	0.000
COR3	49.927	-0.485	17.225	0.000	0.000
COR4	53.581	-0.773	17.643	0.000	0.000
COR5	57.095	-0.986	17.912	0.000	0.000
COR6	60.516	-1.075	17.784	0.000	0.000
COR7	64.055	-1.341	18.228	0.000	0.000
COR8	67.489	-1.637	18.463	0.000	0.000
PR1	41.008	-12.504	13.729	0.000	0.000
PR2	43.568	-12.139	15.785	0.000	0.000
PR3	46.160	-11.298	17.949	0.000	0.000
PR4	49.239	-10.485	20.091	0.000	0.000
PR5	51.831	-9.645	22.254	0.000	0.000
PR6	54.878	-9.307	24.288	0.000	0.000
PR7	57.470	-8.466	26.452	0.000	0.000
PR8	61.067	-7.904	29.547	0.000	0.000
SMR1	32.955	-18.654	16.681	0.000	0.000
SMR2	35.844	-19.994	17.310	0.000	0.000
SMR3	39.707	-21.389	17.895	0.000	0.000
SMR4	42.596	-22.729	18.524	0.000	0.000
SMR5	45.972	-24.097	19.132	0.000	0.000
SMR6	49.379	-24.990	19.847	0.000	0.000
SMR7	52.755	-26.358	20.454	0.000	0.000
SMR8	56.131	-27.726	21.061	0.000	0.000
SMR9	59.020	-29.066	21.690	0.000	0.000
SMR10	62.428	-29.958	22.405	0.000	0.000
