name	x	y	z	size
PT01	-30.000	-79.000	-4.000	n/a
PT02	-39.000	-75.000	-8.000	n/a
PT03	-46.000	-67.000	-12.000	n/a
PT04	-52.000	-60.000	-16.000	n/a
PT05	-57.000	-52.000	-20.000	n/a
PT06	-61.000	-43.000	-25.000	n/a
PT07	-62.000	-34.000	-29.000	n/a
PT08	-61.000	-24.000	-33.000	n/a
PT09	-31.000	-75.000	5.000	n/a
PT10	-41.000	-72.000	2.000	n/a
PT11	-49.000	-65.000	-2.000	n/a
PT12	-56.000	-58.000	-7.000	n/a
PT13	-60.000	-48.000	-12.000	n/a
PT14	-62.000	-38.000	-16.000	n/a
PT15	-65.000	-29.000	-20.000	n/a
PT16	-63.000	-19.000	-24.000	n/a
PT17	-21.000	-55.000	7.000	n/a
PT18	-38.000	-63.000	12.000	n/a
PT19	-50.000	-61.000	8.000	n/a
PT20	-57.000	-53.000	4.000	n/a
PT21	-61.000	-44.000	-1.000	n/a
PT22	-64.000	-34.000	-6.000	n/a
PT23	-65.000	-24.000	-11.000	n/a
PT24	-64.000	-15.000	-15.000	n/a
PT25	-30.000	-62.000	21.000	n/a
PT26	-38.000	-58.000	18.000	n/a
PT27	-51.000	-55.000	17.000	n/a
PT28	-57.000	-48.000	13.000	n/a
PT29	-63.000	-39.000	9.000	n/a
PT30	-63.000	-29.000	3.000	n/a
PT31	-63.000	-20.000	-1.000	n/a
PT32	-65.000	-11.000	-6.000	n/a
T33	-33.000	33.000	-36.000	n/a
T34	-41.000	29.000	-38.000	n/a
T35	-48.000	25.000	-38.000	n/a
T36	-52.000	18.000	-36.000	n/a
T37	-55.000	8.000	-35.000	n/a
T38	-58.000	-1.000	-32.000	n/a
T39	-61.000	-10.000	-30.000	n/a
T40	-63.000	-21.000	-27.000	n/a
T41	-30.000	31.000	-44.000	n/a
T42	-37.000	28.000	-44.000	n/a
T43	-41.000	21.000	-44.000	n/a
T44	-47.000	13.000	-43.000	n/a
T45	-51.000	4.000	-42.000	n/a
T46	-54.000	-4.000	-41.000	n/a
T47	-57.000	-13.000	-39.000	n/a
T48	-59.000	-23.000	-36.000	n/a
P52	-47.000	-51.000	26.000	n/a
P53	-53.000	-43.000	24.000	n/a
P54	-60.000	-35.000	19.000	n/a
P55	-64.000	-25.000	14.000	n/a
P56	-65.000	-17.000	9.000	n/a
P60	-38.000	-42.000	30.000	n/a
P61	-48.000	-36.000	28.000	n/a
P62	-54.000	-28.000	26.000	n/a
P63	-59.000	-21.000	21.000	n/a
P64	-61.000	-12.000	16.000	n/a
sT1	-19.000	24.000	-42.000	n/a
sT2	-22.000	20.000	-50.000	n/a
sT3	-25.000	16.000	-54.000	n/a
sT4	-30.000	12.000	-54.000	n/a
sT5	-39.000	6.000	-53.000	n/a
sT6	-44.000	0.000	-50.000	n/a
sT7	-50.000	-6.000	-46.000	n/a
sT8	-56.000	-13.000	-40.000	n/a
aT1	-21.000	8.000	-53.000	n/a
aT2	-20.000	16.000	-52.000	n/a
aT3	-23.000	23.000	-47.000	n/a
aT4	-29.000	30.000	-45.000	n/a
aT5	-34.000	32.000	-40.000	n/a
aT6	-41.000	32.000	-34.000	n/a
aT7	-48.000	30.000	-28.000	n/a
aT8	-51.000	25.000	-23.000	n/a
