onset	duration	trial_type	value
2.250	0.062	start task	9
2.312	29.938	music	2
32.250	30.000	speech	1
62.250	30.000	music	2
92.250	30.000	speech	1
122.250	30.062	music	2
152.312	29.938	speech	1
182.250	30.000	music	2
212.250	30.000	speech	1
242.250	30.000	music	2
272.250	30.000	speech	1
302.250	30.000	music	2
332.250	30.000	speech	1
362.250	30.062	music	2
392.312	12.250	end task	4
