filename	acq_time
ieeg/sub-12_ses-iemu_task-film_acq-clinical_run-1_ieeg.eeg	1900-01-03T19:09:50
ieeg/sub-12_ses-iemu_task-rest_acq-clinical_run-1_ieeg.eeg	1900-01-03T19:21:42
