filename	acq_time
ieeg/sub-25_ses-iemu_task-film_acq-clinical_run-1_ieeg.eeg	1900-01-03T12:38:54
ieeg/sub-25_ses-iemu_task-rest_acq-clinical_run-1_ieeg.eeg	1900-01-03T16:10:01
