filename	acq_time
ieeg/sub-59_ses-iemu_task-film_acq-clinical_run-1_ieeg.eeg	1900-01-15T13:52:58
ieeg/sub-59_ses-iemu_task-rest_acq-clinical_run-1_ieeg.eeg	1900-01-18T09:30:01
