name	x	y	z	size	impedance
F01	-20.300	48.300	81.300	0.000	0.000
F02	-22.300	41.300	87.300	0.000	0.000
F03	-21.300	31.300	93.300	0.000	0.000
F04	-20.300	23.300	97.300	0.000	0.000
F05	-23.300	15.300	105.300	0.000	0.000
F06	-21.300	6.300	110.300	0.000	0.000
F07	-20.300	-1.700	115.300	0.000	0.000
F08	-17.300	-11.700	119.300	0.000	0.000
F09	-25.300	43.300	73.300	0.000	0.000
F10	-26.300	36.300	80.300	0.000	0.000
F11	-25.300	26.300	86.300	0.000	0.000
F12	-28.300	19.300	92.300	0.000	0.000
F13	-27.300	10.300	97.300	0.000	0.000
F14	-28.300	2.300	104.300	0.000	0.000
F15	-26.300	-7.700	109.300	0.000	0.000
F16	-24.300	-16.700	113.300	0.000	0.000
F17	-26.300	37.300	64.300	0.000	0.000
F18	-27.300	29.300	70.300	0.000	0.000
F19	-28.300	21.300	77.300	0.000	0.000
F20	-32.300	14.300	83.300	0.000	0.000
F21	-33.300	5.300	89.300	0.000	0.000
F22	-34.300	-3.700	96.300	0.000	0.000
F23	-33.300	-12.700	102.300	0.000	0.000
F24	-31.300	-20.700	108.300	0.000	0.000
F25	-24.300	31.300	57.300	0.000	0.000
F26	-25.300	23.300	63.300	0.000	0.000
F27	-29.300	15.300	69.300	0.000	0.000
F28	-33.300	8.300	75.300	0.000	0.000
F29	-34.300	-0.700	80.300	0.000	0.000
F30	-38.300	-7.700	88.300	0.000	0.000
F31	-36.300	-16.700	93.300	0.000	0.000
F32	-35.300	-23.700	99.300	0.000	0.000
HF01	-3.300	55.300	92.300	0.000	0.000
HF02	-4.300	48.300	99.300	0.000	0.000
HF03	-5.300	41.300	106.300	0.000	0.000
HF04	-3.300	31.300	110.300	0.000	0.000
HF05	-4.300	23.300	117.300	0.000	0.000
HF06	-3.300	13.300	121.300	0.000	0.000
HF07	-0.300	3.300	125.300	0.000	0.000
HF08	1.700	-5.700	126.300	0.000	0.000
HF09	-11.300	53.300	88.300	0.000	0.000
HF10	-13.300	45.300	95.300	0.000	0.000
HF11	-13.300	38.300	102.300	0.000	0.000
HF12	-13.300	29.300	107.300	0.000	0.000
HF13	-12.300	18.300	111.300	0.000	0.000
HF14	-11.300	10.300	116.300	0.000	0.000
HF15	-10.300	0.300	121.300	0.000	0.000
HF16	-8.300	-7.700	125.300	0.000	0.000
Dv1	5.836	10.957	92.470	0.000	0.000
Dv2	1.835	13.608	93.594	0.000	0.000
Dv3	-1.518	16.425	96.170	0.000	0.000
Dv4	-5.317	18.915	97.541	0.000	0.000
Dv5	-9.256	21.167	98.998	0.000	0.000
Dv6	-13.715	23.099	100.730	0.000	0.000
Da1	5.385	13.209	88.475	0.000	0.000
Da2	1.985	12.769	92.486	0.000	0.000
Da3	-1.136	12.675	96.213	0.000	0.000
Da4	-4.325	12.387	99.489	0.000	0.000
Da5	-7.512	11.799	103.275	0.000	0.000
Da6	-10.928	11.144	107.037	0.000	0.000
