filename	acq_time
ieeg/sub-41_ses-iemu_task-rest_acq-clinical_run-1_ieeg.eeg	1900-08-30T10:16:56
ieeg/sub-41_ses-iemu_task-film_acq-clinical_run-1_ieeg.eeg	1900-08-30T10:28:00
